meta,sender,sender_type,sender_id,age,gender-birth,education,croatian-knowledge,occupation,,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,response,response_action,answer_true,stimulus,context,island_type,transfer_s,transfer_c,id,right_answer,question
,Sequence,flow.Sequence,2_30,,,,,,,completion,9112,534360.1000000238,534360.52,534377.5,543489.5,543491.1000000238,2024-05-21T20:45:02.596Z,543510.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,context,canvas.Screen,2_31_0_0,,,,,,,response,5824.399999976158,543491.3999999762,543493.9,543510.5,549334.8999999762,549335.8999999762,2024-05-21T20:45:08.441Z,549343.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Timer frame,html.Frame,2_31_0,,,,,,,,5825.600000023842,543491.3000000119,543493.9,543510.5,549336.1000000238,549336.1999999881,2024-05-21T20:45:08.441Z,549343.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,stimulus,canvas.Screen,2_31_1_0,,,,,,,response,9150.999999988126,549336.6000000238,549327.566,549343.7,558494.6999999881,558495.6999999881,2024-05-21T20:45:17.601Z,558510.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,5,click @5,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Timer frame,html.Frame,2_31_1,,,,,,,,9152.199999976205,549336.3999999762,549327.566,549343.7,558495.8999999762,558495.8999999762,2024-05-21T20:45:17.601Z,558510.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Spremanje,canvas.Screen,2_31_2,,,,,,,skipped,,558496.1000000238,,,558495.8999999762,558496.1000000238,2024-05-21T20:45:17.601Z,558510.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Question form,html.Form,2_31_3,,,,,,,skipped,,558496.1999999881,,,558495.8999999762,558496.3000000119,2024-05-21T20:45:17.601Z,558510.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Answer indication,canvas.Screen,2_31_4,,,,,,,skipped,,558497.1999999881,,,558495.8999999762,558497.3000000119,2024-05-21T20:45:17.602Z,558510.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,inter-stimulus,canvas.Screen,2_31_5,,,,,,,response,1189.199999988079,558497.3999999762,558493.9,558510.5,559699.6999999881,559700.8999999762,2024-05-21T20:45:18.806Z,559710.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Sequence,flow.Sequence,2_31,,,,,,,completion,16189.199999988079,543491.1999999881,543493.9,543510.5,559699.6999999881,559701.1999999881,2024-05-21T20:45:18.806Z,559710.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,context,canvas.Screen,2_32_0_0,,,,,,,response,3018.299999988056,559701.5,559694.16,559710.4,562728.6999999881,562729.5,2024-05-21T20:45:21.835Z,562760.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Timer frame,html.Frame,2_32_0,,,,,,,,3019.299999988056,559701.3000000119,559694.16,559710.4,562729.6999999881,562729.6999999881,2024-05-21T20:45:21.835Z,562760.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,stimulus,canvas.Screen,2_32_1_0,,,,,,,response,2912.199999988079,562730.1000000238,562743.964,562760.5,565672.6999999881,565673.6999999881,2024-05-21T20:45:24.779Z,565677.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,5,click @5,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Timer frame,html.Frame,2_32_1,,,,,,,,2913.300000011921,562729.8999999762,562743.964,562760.5,565673.8000000119,565673.8999999762,2024-05-21T20:45:24.779Z,565677.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Spremanje,canvas.Screen,2_32_2,,,,,,,skipped,,565674,,,565673.8000000119,565674.1000000238,2024-05-21T20:45:24.779Z,565677.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Question form,html.Form,2_32_3,,,,,,,skipped,,565674.1000000238,,,565673.8000000119,565674.3000000119,2024-05-21T20:45:24.779Z,565677.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Answer indication,canvas.Screen,2_32_4,,,,,,,skipped,,565675.1000000238,,,565673.8000000119,565675.1999999881,2024-05-21T20:45:24.780Z,565677.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,inter-stimulus,canvas.Screen,2_32_5,,,,,,,response,960.8000000000466,565675.3999999762,565660.6,565677.2,566638,566639.1999999881,2024-05-21T20:45:25.744Z,566643.8,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Sequence,flow.Sequence,2_32,,,,,,,completion,6927.599999999977,559701.1999999881,559694.16,559710.4,566638,566639.5,2024-05-21T20:45:25.745Z,566643.8,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,context,canvas.Screen,2_33_0_0,,,,,,,response,4728.8999999880325,566639.8000000119,566627.328,566643.8,571372.6999999881,571373.5,2024-05-21T20:45:30.479Z,571377.3,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,Timer frame,html.Frame,2_33_0,,,,,,,,4729.8999999880325,566639.6000000238,566627.328,566643.8,571373.6999999881,571373.8000000119,2024-05-21T20:45:30.479Z,571377.3,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,stimulus,canvas.Screen,2_33_1_0,,,,,,,response,9849.399999988033,571374.1999999881,571360.824,571377.3,581226.6999999881,581228,2024-05-21T20:45:40.333Z,581244,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,4,click @4,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,Timer frame,html.Frame,2_33_1,,,,,,,,9850.899999988033,571373.8999999762,571360.824,571377.3,581228.1999999881,581228.3000000119,2024-05-21T20:45:40.333Z,581244,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,Spremanje,canvas.Screen,2_33_2,,,,,,,skipped,,581228.3999999762,,,581228.1999999881,581228.5,2024-05-21T20:45:40.334Z,581244,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,Question form,html.Form,2_33_3,,,,,,,skipped,,581228.6000000238,,,581228.1999999881,581228.6000000238,2024-05-21T20:45:40.334Z,581244,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,Answer indication,canvas.Screen,2_33_4,,,,,,,skipped,,581229.6000000238,,,581228.1999999881,581229.6999999881,2024-05-21T20:45:40.335Z,581244,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,inter-stimulus,canvas.Screen,2_33_5,,,,,,,response,631.6000000238419,581229.8000000119,581227.4,581244,581875.6000000238,581877,2024-05-21T20:45:40.982Z,581894,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,Sequence,flow.Sequence,2_33,,,,,,,completion,15231.800000023795,566639.6000000238,566627.328,566643.8,581875.6000000238,581877.3000000119,2024-05-21T20:45:40.982Z,581894,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,context,canvas.Screen,2_34_0_0,,,,,,,response,2514.800000011921,581877.6000000238,581877.396,581894,584408.8000000119,584409.6000000238,2024-05-21T20:45:43.515Z,584427.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,Timer frame,html.Frame,2_34_0,,,,,,,,2515.800000011921,581877.3999999762,581877.396,581894,584409.8000000119,584409.8999999762,2024-05-21T20:45:43.515Z,584427.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,stimulus,canvas.Screen,2_34_1_0,,,,,,,response,7519.599999988102,584410.1999999881,584410.822,584427.1,591946.6999999881,591947.6999999881,2024-05-21T20:45:51.053Z,591960.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,Timer frame,html.Frame,2_34_1,,,,,,,,7520.799999976181,584410,584410.822,584427.1,591947.8999999762,591948,2024-05-21T20:45:51.053Z,591960.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,Spremanje,canvas.Screen,2_34_2,,,,,,,skipped,,591948.1000000238,,,591947.8999999762,591948.1999999881,2024-05-21T20:45:51.053Z,591960.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,Question form,html.Form,2_34_3,,,,,,,skipped,,591948.3000000119,,,591947.8999999762,591948.3999999762,2024-05-21T20:45:51.053Z,591960.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,Answer indication,canvas.Screen,2_34_4,,,,,,,skipped,,591949.3000000119,,,591947.8999999762,591949.3999999762,2024-05-21T20:45:51.054Z,591960.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,inter-stimulus,canvas.Screen,2_34_5,,,,,,,response,773.1999999880791,591949.5,591944.158,591960.5,592733.6999999881,592735.1000000238,2024-05-21T20:45:51.840Z,592743.9,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,Sequence,flow.Sequence,2_34,,,,,,,completion,10839.699999988079,581877.3000000119,581877.396,581894,592733.6999999881,592735.3999999762,2024-05-21T20:45:51.840Z,592743.9,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što si saznao tužnu vijest da je Petar izgubio u podzemnoj??,Saznao si tužnu vijest da je Petar izgubio putovnicu u podzemnoj..,cnp,38,34,9,,
,context,canvas.Screen,2_35_0_0,,,,,,,response,2485.0999999999767,592735.6999999881,592727.454,592743.9,595229,595229.8999999762,2024-05-21T20:45:54.335Z,595244.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,Timer frame,html.Frame,2_35_0,,,,,,,,2486.2000000238186,592735.5,592727.454,592743.9,595230.1000000238,595230.1999999881,2024-05-21T20:45:54.335Z,595244.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,stimulus,canvas.Screen,2_35_1_0,,,,,,,response,8984.599999988102,595230.5,595227.496,595244.1,604228.6999999881,604229.8000000119,2024-05-21T20:46:03.335Z,604244.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,3,click @3,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,Timer frame,html.Frame,2_35_1,,,,,,,,8985.799999976181,595230.1999999881,595227.496,595244.1,604229.8999999762,604230,2024-05-21T20:46:03.335Z,604244.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,Spremanje,canvas.Screen,2_35_2,,,,,,,skipped,,604230.1000000238,,,604229.8999999762,604230.1999999881,2024-05-21T20:46:03.336Z,604244.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,Question form,html.Form,2_35_3,,,,,,,skipped,,604230.3000000119,,,604229.8999999762,604230.3999999762,2024-05-21T20:46:03.336Z,604244.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,Answer indication,canvas.Screen,2_35_4,,,,,,,skipped,,604231.1999999881,,,604229.8999999762,604231.3000000119,2024-05-21T20:46:03.337Z,604244.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,inter-stimulus,canvas.Screen,2_35_5,,,,,,,response,779.7000000119442,604231.3999999762,604227.466,604244.1,605023.8000000119,605025.1000000238,2024-05-21T20:46:04.131Z,605027.628,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,Sequence,flow.Sequence,2_35,,,,,,,completion,12279.900000011898,592735.5,592727.454,592743.9,605023.8000000119,605025.3000000119,2024-05-21T20:46:04.131Z,605027.628,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vjerojatno je tu lijepa nekad bila crkva.,Vjerojatno je tu nekad bila lijepa crkva.,lbc,,,36,,
,context,canvas.Screen,2_36_0_0,,,,,,,response,4841.271999976132,605025.6000000238,605027.628,605027.628,609868.8999999762,609869.6999999881,2024-05-21T20:46:08.975Z,609877.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,Timer frame,html.Frame,2_36_0,,,,,,,,4842.371999999974,605025.3999999762,605027.628,605027.628,609870,609870.1999999881,2024-05-21T20:46:08.976Z,609877.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,stimulus,canvas.Screen,2_36_1_0,,,,,,,response,8603.499999976135,609870.6000000238,609860.962,609877.4,618480.8999999762,618481.8000000119,2024-05-21T20:46:17.587Z,618510.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,3,click @3,,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,Timer frame,html.Frame,2_36_1,,,,,,,,8604.599999999977,609870.3999999762,609860.962,609877.4,618482,618482.1000000238,2024-05-21T20:46:17.588Z,618510.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,Spremanje,canvas.Screen,2_36_2,,,,,,,response,1256.8000000000466,618482.1999999881,618494.2,618510.7,619767.5,619768.6000000238,2024-05-21T20:46:18.874Z,619777.3,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,Question form,html.Form,2_36_3,,,,,,,form submission,9353.899999988033,619768.8999999762,619760.93,619777.3,629131.1999999881,629131.6000000238,2024-05-21T20:46:28.237Z,629144.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,crna,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,Answer indication,canvas.Screen,2_36_4,,,,,,,response,2481.6999999762047,629132.5,629127.6,629144.2,631625.8999999762,631627.1000000238,2024-05-21T20:46:30.733Z,631644.3,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,inter-stimulus,canvas.Screen,2_36_5,,,,,,,response,1959.1999999999534,631627.3000000119,631627.62,631644.3,633603.5,633604.6999999881,2024-05-21T20:46:32.710Z,633627.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,Sequence,flow.Sequence,2_36,,,,,,,completion,28575.871999999974,605025.3999999762,605027.628,605027.628,633603.5,633605.1000000238,2024-05-21T20:46:32.711Z,633627.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Lijepe su samo crne čizme bile u ovom ormaru.,Samo su crne čizme bile lijepe stvari u ovom ormaru.,di,,,34,CRNA; CRNE; CRNI; CRNO; CRN,Boja cipela je?
,context,canvas.Screen,2_37_0_0,,,,,,,response,2267.200000011944,633605.3000000119,633611,633627.6,635894.8000000119,635895.6999999881,2024-05-21T20:46:35.001Z,635910.9,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,Timer frame,html.Frame,2_37_0,,,,,,,,2268.2999999761814,633605.1000000238,633611,633627.6,635895.8999999762,635896.1000000238,2024-05-21T20:46:35.002Z,635910.9,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,stimulus,canvas.Screen,2_37_1_0,,,,,,,response,9059.900000011898,635896.3999999762,635894.358,635910.9,644970.8000000119,644971.8999999762,2024-05-21T20:46:44.077Z,644977.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,7,click @7,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,Timer frame,html.Frame,2_37_1,,,,,,,,9061.200000023819,635896.1000000238,635894.358,635910.9,644972.1000000238,644972.1000000238,2024-05-21T20:46:44.078Z,644977.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,Spremanje,canvas.Screen,2_37_2,,,,,,,skipped,,644972.3000000119,,,644972.1000000238,644972.3999999762,2024-05-21T20:46:44.078Z,644977.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,Question form,html.Form,2_37_3,,,,,,,skipped,,644972.3999999762,,,644972.1000000238,644972.5,2024-05-21T20:46:44.078Z,644977.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,Answer indication,canvas.Screen,2_37_4,,,,,,,skipped,,644973.5,,,644972.1000000238,644973.6000000238,2024-05-21T20:46:44.079Z,644977.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,inter-stimulus,canvas.Screen,2_37_5,,,,,,,response,852.2000000238186,644973.8000000119,644960.9,644977.4,645829.6000000238,645830.8000000119,2024-05-21T20:46:44.936Z,645844.3,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,Sequence,flow.Sequence,2_37,,,,,,,completion,12202.000000023865,633605.1000000238,633611,633627.6,645829.6000000238,645831,2024-05-21T20:46:44.936Z,645844.3,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što bismo voljeli da Drago napravi bez prigovora??,Voljeli bismo da Drago opere auto bez prigovora..,si,26,22,16,,
,context,canvas.Screen,2_38_0_0,,,,,,,response,2900.5000000118744,645831.3000000119,645827.726,645844.3,648744.8000000119,648745.8000000119,2024-05-21T20:46:47.851Z,648777.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Tko je ovo bio jasan slučaj da je zapravo pohlepna osoba??,Ovo je bio jasan slučaj da je on zapravo pohlepna osoba..,cnp,41,40,8,,
,Timer frame,html.Frame,2_38_0,,,,,,,,2901.5999999761116,645831.1999999881,645827.726,645844.3,648745.8999999762,648746,2024-05-21T20:46:47.851Z,648777.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko je ovo bio jasan slučaj da je zapravo pohlepna osoba??,Ovo je bio jasan slučaj da je on zapravo pohlepna osoba..,cnp,41,40,8,,
